"id","name","review_count","categories1","categories2","categories3","rating","latitude","longitude","price","distance"
"mouras-new-york-deli-buffalo","Moura's New York Deli","10","greek","delis","mediterranean","4.5","42.885984","-78.874826","$","6794.03319618"
"crave-king-restaurant-lackawanna","Crave King Restaurant","5","arabian","mideastern","mediterranean","4.0","42.826679","-78.824218","$$","11200.5068609"
"brick-house-tavern-tap-amherst","Brick House Tavern + Tap","185","tradamerican","sportsbars","burgers","3.5","42.9909317","-78.8096108","$$","7142.26057604"
"carbones-pizza-and-subs-buffalo","Carbone's Pizza & Subs","3","pizza","","","3.5","42.8900260925","-78.8065338135","","4156.16239284"
"the-kitchen-table-family-restaurant-buffalo-2","The Kitchen Table Family Restaurant","29","tradamerican","breakfast_brunch","","4.0","42.947996","-78.882733","$","6121.77421962"
"griffon-gastropub-east-aurora-2","Griffon Gastropub","29","gastropubs","","","4.0","42.7681466658","-78.6112211645","$$","24153.3480869"
"la-nova-pizzeria-buffalo","La Nova Pizzeria","112","pizza","chicken_wings","","3.5","42.9152051","-78.8878749","$","6253.41694415"
"duffs-buffalo-2","Duff's","99","chicken_wings","sandwiches","","3.5","42.8009271607","-78.7533026962","$$","14852.2592893"
"the-eastern-pearl-buffalo","The Eastern Pearl","71","cantonese","","","3.5","42.99145","-78.75214","$$","8723.26170798"
"wine-on-hertel-buffalo","Wine on Hertel","3","wine_bars","desserts","pizza","4.5","42.9477734864","-78.8572011888","","4257.63288918"
"broadway-market-buffalo","Broadway Market","40","farmersmarket","shoppingcenters","food_court","4.0","42.89304","-78.83737","$","4362.66244093"
"picassos-pizza-buffalo","Picasso's Pizza","54","pizza","","","3.5","42.95314","-78.69737","$$","9865.01118966"
"globe-market-to-go-buffalo","Globe Market to Go","37","salad","sandwiches","","3.5","42.94788","-78.85574","$","4152.90557148"
"hot-spot-buffalo","Hot Spot","4","pizza","convenience","","4.5","42.8927498","-78.8388138","$","4348.32096845"
"one-pie-pizza-depew-2","One Pie Pizza","23","pizza","","","5.0","42.9199665318","-78.7394688866","$","6052.85423412"
"mighty-taco-buffalo","Mighty Taco","40","mexican","","","3.0","42.9080421975","-78.7612330914","$","4729.88115933"
"zaiqa-buffalo","Zaiqa","78","indpak","halal","pakistani","3.0","42.96732","-78.87085","$$","6486.09403388"
"the-oak-stave-drinkery-and-eatery-east-amherst","The Oak Stave Drinkery & Eatery","57","steak","tradamerican","","3.5","43.0108586236","-78.6968694627","$$","13278.8317114"
"helium-comedy-club-elements-bar-and-grille-buffalo","Helium Comedy Club / Elements Bar & Grille","79","comedyclubs","tradamerican","","3.5","42.874343","-78.874351","$$","7695.80175948"
"ginos-ny-pizza-elmwood-buffalo","Gino's NY Pizza Elmwood","89","pizza","tradamerican","italian","4.0","42.9247299","-78.87671","$","5186.07610204"
"glen-park-tavern-williamsville","Glen Park Tavern","75","tradamerican","","","4.0","42.9621","-78.74772","$$","6598.91617084"
"lovejoy-pizza-buffalo","Lovejoy Pizza","10","pizza","","","4.0","42.8899117","-78.8021622","$$","4226.58952525"
"trattoria-aroma-williamsville","Trattoria Aroma","74","italian","wine_bars","","4.0","42.9605","-78.75775","$$","5847.01031395"
"casa-di-pizza-buffalo-2","Casa-Di-Pizza","43","pizza","italian","sandwiches","3.0","42.88697","-78.87342","$$","6633.60774762"
"bob-and-johns-la-hacienda-buffalo-2","Bob & John's La Hacienda","71","pizza","","","4.0","42.9475351","-78.8507934","$","3809.89953432"
"island-mix-restaurant-buffalo","Island Mix Restaurant","25","caribbean","salad","bbq","4.0","42.8989974","-78.8538351","$","4550.94315088"
"the-hollow-bistro-and-brew-clarence","The Hollow Bistro & Brew","47","bars","tradamerican","asianfusion","4.0","42.980358","-78.591331","$$","19002.5878246"
"taste-of-india-buffalo","Taste Of India","97","indpak","","","3.5","42.9810388247","-78.815247827","$$","6001.90092038"
"the-audubon-north-amherst","The Audubon North","40","divebars","tradamerican","sandwiches","4.5","43.0430488586","-78.8003387451","$","12932.7672845"
"hunan-wok-buffalo","Hunan Wok","10","chinese","","","3.5","42.9485432804","-78.7841425091","$","3385.64210484"
"taste-good-chinese-restaurant-buffalo","Taste Good Chinese Restaurant","59","chinese","vegetarian","","3.5","42.94712","-78.86861","$","5028.54666081"
"fiero-ristorante-williamsville","Fiero Ristorante","44","mediterranean","italian","seafood","4.0","42.9750614094","-78.740331573","$$","7975.1326502"
"ming-teh-chinese-restaurant-fort-erie","Ming Teh Chinese Restaurant","35","chinese","importedfood","","4.5","42.91198","-78.90876","$$","7980.60826862"
"blu-bar-and-grille-buffalo","Blu Bar & Grille","1","bars","chicken_wings","sandwiches","5.0","42.9752616","-78.7396349","$$","8041.01210964"
"custard-corner-buffalo-2","Custard Corner","19","icecream","burgers","hotdog","4.0","42.9003326","-78.8937915","$","7214.76842414"
"berrafatos-prima-pizza-and-pasta-buffalo","Berrafato's Prima Pizza and Pasta","35","pizza","italian","","3.5","42.890213","-78.87439","$","6454.89102342"
"vip-karaoke-buffalo","Vip Karaoke","13","karaoke","korean","","3.5","42.9911957","-78.7519913","$$","8721.76566552"
"tin-tin-chinese-restaurant-buffalo","Tin Tin Chinese Restaurant","29","chinese","","","4.0","42.9585693777","-78.8434702903","$","4285.91221166"
"pi-craft-tonawanda","Pi Craft","178","pizza","","","4.0","43.0022812","-78.8228683","$","8393.80647455"
"thirsty-buffalo-buffalo","Thirsty Buffalo","59","sportsbars","chicken_wings","","3.0","42.9120254517","-78.8767471313","$$","5441.03820555"
"louies-deli-and-imports-buffalo","Louie's Deli & Imports","32","delis","italian","sandwiches","4.5","42.9656338503","-78.6892764643","$","10957.4762432"
"santasieros-restaurant-buffalo","Santasiero's Restaurant","91","italian","","","3.5","42.92028","-78.898254","$","6978.47160688"
"momos-mongolian-grill-and-sushi-williamsville","MoMo's Mongolian Grill & Sushi","76","mongolian","sushi","wine_bars","4.0","42.9746","-78.6982699","$$","10800.8509292"
"hatch-restaurant-buffalo","Hatch Restaurant","49","tradamerican","","","2.5","42.8790000543","-78.8878014834","$$","8095.30689602"
"local-kitchen-and-beer-bar-buffalo-2","Local Kitchen & Beer Bar","61","bars","","","4.0","42.8904799","-78.87642","$$","6565.42403517"
"china-town-cuisine-buffalo","China Town Cuisine","11","chinese","","","4.0","42.9818382114","-78.86947833","$","7636.72642862"
"fuji-grill-buffalo-3","Fuji Grill","6","japanese","sushi","","4.0","42.9729629451","-78.6977099255","","10692.8609965"
"golden-dragon-buffalo","Golden Dragon","11","chinese","","","4.0","42.94303","-78.7842549","$","2930.97571326"
"nicks-place-buffalo","Nick's Place","68","diners","breakfast_brunch","","4.0","42.940013","-78.885635","$","6072.7630574"
"epicurus-ii-buffalo","Epicurus II","2","greek","","","4.5","42.958522","-78.82891","$$","3725.42254184"
"baileys-buffalo","Baileys","1","pizza","","","5.0","42.9340896606","-78.8139724731","","781.439708182"
"mansard-inn-orchard-park","Mansard Inn","18","newamerican","","","4.5","42.7933398","-78.7935995","$$","14990.1555872"
"el-agave-cheektowaga","El Agave","92","mexican","","","3.5","42.919341","-78.7551639","$$","4800.8945743"
"oyishi-japan-buffalo","Oyishi Japan","8","japanese","","","3.5","42.914352","-78.760904","$","4485.33840578"
"rjs-pizza-buffalo","RJ's Pizza","9","pizza","salad","chicken_wings","4.0","42.8687515259","-78.7491836548","$$","8320.36392178"
"uncorked-cafe-north-tonawanda","Uncorked Cafe","10","desserts","cafes","beer_and_wine","4.0","43.0237907882","-78.8776174933","$$","11963.7064221"
"the-old-bank-bistro-and-piano-bar-fort-erie","The Old Bank Bistro & Piano Bar","6","italian","pianobars","","4.5","42.9296099","-78.91612","","8388.0732008"
"green-acres-family-restaurant-fort-erie","Green Acres Family Restaurant","6","tradamerican","comfortfood","fishnchips","4.5","42.90518","-78.973313","$$","13266.282078"
"blue-wall-buffalo","Blue Wall","4","divebars","mexican","","3.0","42.8439444","-78.792128","$","9402.07890597"
"pescis-pizza-buffalo","Pesci's Pizza","18","pizza","chicken_wings","sandwiches","4.0","42.96501","-78.69464","$$","10514.6109809"
"chris-ny-sandwich-co-buffalo","Chris' NY Sandwich Co","44","delis","sandwiches","burgers","4.0","42.8951416","-78.8750763","$$","6230.6161369"
"odyssey-family-restaurant-buffalo","Odyssey Family Restaurant","15","restaurants","","","3.5","42.7902946472","-78.8241958618","$","15237.0307572"
"kabob-house-and-grill-amherst","Kabob House and Grill","11","halal","mideastern","","4.5","42.980453521","-78.8149604201","$$","5930.72785888"
"frank-gourmet-hot-dogs-buffalo","Frank Gourmet Hot Dogs","49","foodtrucks","hotdog","","4.0","42.8864468","-78.8783689","$","6972.43658188"
"boomerangs-bar-and-grill-buffalo","Boomerang's Bar & Grill","29","newamerican","","","3.5","42.9101906","-78.8998566","$$","7290.33820252"
"pho-cali-elma","Pho Cali","13","vietnamese","","","4.5","42.8240484","-78.6865202667","$$","15419.7286667"
"the-black-market-food-truck-buffalo","The Black Market Food Truck","41","foodtrucks","delis","","4.0","42.892316","-78.8764","$","6439.38358412"
"jasmine-thai-restaurant-tonawanda","Jasmine Thai Restaurant","245","thai","","","4.0","42.9902267456","-78.8230895996","$$","7068.93373482"
"santoras-pizzeria-buffalo","Santora's Pizzeria","37","pizza","","","3.5","42.8613739014","-78.6975708008","$$","11924.860817"
"jims-family-restaurant-buffalo-2","Jim's Family Restaurant","31","breakfast_brunch","tradamerican","sandwiches","3.5","42.9072949","-78.7573909","$","5055.71634336"
"say-cheese-grand-island","Say Cheese","52","pizza","newamerican","sportsbars","4.0","42.996452","-78.956642","$","13992.2714454"
"salsaritas-fresh-mexican-grill-buffalo","Salsarita's Fresh Mexican Grill","35","mexican","","","3.0","42.8908103","-78.8770986","$$","6585.74243547"
"jims-steakout-buffalo-2","Jim's Steakout","33","hotdogs","","","4.0","42.9225245118","-78.8770743459","$","4374.78527728"
"murphy-browns-craft-beer-empourium-clarence","Murphy Brown's Craft Beer Empourium","22","gastropubs","desserts","burgers","4.5","42.97271","-78.6364399","$$","15256.0636167"
"r-and-l-lounge-buffalo","R&L Lounge","9","beer_and_wine","lounges","","4.5","42.894306","-78.836311","$","4112.06374096"
"feras-on-franklin-buffalo","Fera's On Franklin","8","salad","sandwiches","","4.0","42.8877999634","-78.8761141151","$","6736.85125384"
"kiebzaks-restaurant-and-beginnings-banquet-facilits-buffalo","Kiebzak's Restaurant & Beginnings Banquet Facilits","4","restaurants","","","3.5","42.893447876","-78.7887039185","","4289.98303719"
"may-jen-chinese-restaurant-buffalo-2","May Jen Chinese Restaurant","39","chinese","","","3.5","42.9582901001","-78.8194961548","$$","3503.90348913"
"franks-bar-and-grille-lancaster","Frank's Bar and Grille","49","tradamerican","bars","","4.0","42.8953666687","-78.6434631348","$$","14256.7793492"
"tokyo-shanghai-bistro-buffalo","Tokyo Shanghai Bistro","73","japanese","chinese","sushi","3.0","42.91052","-78.87752","$$","5553.9942396"
"the-beach-house-restaurant-grand-island","The Beach House Restaurant","20","tradamerican","seafood","","4.0","43.059684","-78.960937","$$","19023.7989258"
"ninos-pizzeria-buffalo","Nino's Pizzeria","32","pizza","","","4.0","42.8043327332","-78.7582473755","$$","14344.9743998"
"the-jake-tavern-and-grill-buffalo-2","The Jake Tavern and Grill","46","pubs","sportsbars","cocktailbars","3.5","42.966504","-78.870764","$$","6417.91547132"
"mineos-south-pizzeria-buffalo","Mineo's South Pizzeria","18","pizza","italian","","4.5","42.8400192","-78.8235703","$","9717.83221864"
"simply-italiano-lancaster-2","Simply Italiano","6","gelato","italian","","5.0","42.90366745","-78.6703643799","$","11917.3171966"
"third-street-retreat-niagara-falls-2","Third Street Retreat","137","breakfast_brunch","pubs","diners","4.5","43.084073","-79.059293","$","26557.0100307"
"la-nova-pizzeria-buffalo-2","La Nova Pizzeria","94","pizza","burgers","chicken_wings","3.0","42.9598922729","-78.7605056763","$$","5654.7947677"
"cedars-bakery-and-deli-buffalo","Cedars Bakery and Deli","9","bakeries","sandwiches","delis","4.0","42.87758","-78.8115","$","5508.81668619"
"el-canelo-restaurant-buffalo-3","El Canelo Restaurant","46","mexican","","","3.5","42.786079","-78.812188","$$","15678.9675912"
"rule-26-williamsville","Rule 26","2","sportsbars","tradamerican","","5.0","42.9569319163","-78.6883551255","$$","10688.4499565"
"master-pizza-buffalo","Master Pizza","6","pizza","","","4.0","42.8846283","-78.7830276","$$$","5321.07092086"
"dalmatia-hotel-buffalo-2","Dalmatia Hotel","4","bars","fishnchips","","5.0","42.960281","-78.909652","$","8673.05931228"
"kyel-sein-hein-specialty-burmese-cuisine-buffalo","Kyel Sein Hein Specialty Burmese Cuisine","9","burmese","","","4.5","42.9149381","-78.8903364","$","6426.64726736"
"my-tomato-pie-amherst-2","My Tomato Pie","33","pizza","italian","vegetarian","3.5","43.03711","-78.82162","$$","12252.3463792"
"kims-kitchen-chinese-takeout-buffalo","Kim's Kitchen Chinese Takeout","1","chinese","","","4.0","42.91435","-78.83942","","2567.97861555"
"mangia-ristorante-and-caffe-orchard-park","Mangia Ristorante & Caffe","82","italian","","","4.0","42.7676012","-78.7441657","$$$","18604.453202"
"china-max-buffalo","China Max","19","chinese","","","4.0","42.97258","-78.8228531","$","5120.58481541"
"wehrle-restaurant-buffalo-4","Wehrle Restaurant","28","breakfast_brunch","","","3.0","42.94952","-78.78353","$","3460.28538618"
"emilys-restaurant-buffalo","Emily's Restaurant","14","diners","","","3.5","42.94286","-78.899986","$","7296.10543334"
"the-plaka-family-restaurant-buffalo","The Plaka Family Restaurant","21","diners","breakfast_brunch","","4.0","42.963306","-78.870468","$$","6161.86738518"
"tim-hortons-buffalo-35","Tim Hortons","28","cafes","coffee","bagels","2.0","42.8988244504","-78.873866424","$","5856.90775495"
"duffs-famous-wings-depew","Duff's Famous Wings","170","newamerican","chicken_wings","","3.5","42.9166069031","-78.7366333008","$$","6345.60702045"
"elmwood-taco-and-subs-buffalo","Elmwood Taco & Subs","125","mexican","newamerican","sandwiches","3.0","42.9223327637","-78.8766937256","$","5200.08975196"
"johnny-rockets-buffalo-4","Johnny Rockets","12","burgers","salad","","3.0","42.9147770032","-78.7618969329","$","4393.87349809"
"dandelions-restaurant-buffalo","Dandelions Restaurant","18","mexican","burgers","tradamerican","3.0","42.9924444","-78.7595219","$$","8478.2847545"
"the-fire-spot-buffalo-4","The Fire Spot","6","breakfast_brunch","waffles","fishnchips","3.5","42.9447084764","-78.8138506678","$","1960.88970136"
"divas-pizzeria-buffalo","Diva's Pizzeria","8","pizza","","","3.5","42.8714485","-78.7979202","$","6309.1282716"
"rachels-mediterranean-food-buffalo-2","Rachels Mediterranean Food","20","mediterranean","","","3.5","43.0019073","-78.7854767","$","8599.16710992"
"orazios-restaurant-clarence","Orazio's Restaurant","87","italian","","","4.0","42.97102","-78.63952","$$","14952.8301645"
"hot-dog-heaven-buffalo","Hot Dog Heaven","10","hotdog","","","2.5","42.8849067688","-78.7841720581","$","5220.34168652"
"el-cubilete-niagara-falls-3","El Cubilete","101","mexican","tex-mex","","4.5","43.09485","-78.95508","$$","21984.8895747"
"the-grange-community-kitchen-hamburg","The Grange Community Kitchen","68","coffee","breakfast_brunch","newamerican","4.0","42.7156257629","-78.8303146362","$$","23544.8598516"
"bailey-n-doat-pizzeria-buffalo","Bailey N Doat Pizzeria","3","pizza","sandwiches","","4.0","42.90966","-78.81398","$","1943.09973513"
"irish-times-buffalo","Irish Times","20","irish","","","3.5","42.88182","-78.87396","$","7053.10700246"
"trattoria-aroma-east-amherst","Trattoria Aroma","32","wine_bars","italian","","4.0","43.0340541138","-78.6991933927","$$$","15081.4067745"
"abyssinia-ethiopian-cuisine-buffalo","Abyssinia Ethiopian Cuisine","16","ethiopian","","","4.5","42.9149381","-78.8903364","$","6426.64726736"
"wayside-family-restaurant-buffalo","Wayside Family Restaurant","30","breakfast_brunch","greek","","3.5","42.8358388468","-78.8241117921","$","10184.9157949"
"el-palenque-buffalo","El Palenque","152","mexican","","","3.0","42.9801","-78.82248","$","5939.80759423"
"the-cheesecake-factory-cheektowaga","The Cheesecake Factory","233","desserts","tradamerican","","3.5","42.9134258502","-78.7629301632","$$","4363.66618629"
"cooks-bar-and-grill-buffalo","Cook's Bar & Grill","1","burgers","fishnchips","bars","4.0","42.8659248352","-78.8579177856","$","7714.76332522"
"daisies-cafe-buffalo","Daisies Cafe","7","restaurants","","","3.5","42.8261446953","-78.8240913302","","11257.6229812"
"hong-kong-chinese-restaurant-buffalo","Hong Kong Chinese Restaurant","6","chinese","","","3.5","42.9287485778","-78.7542070448","$","4809.19233134"
"daddios-pizza-buffalo-2","Daddio's Pizza","73","pizza","chicken_wings","sandwiches","4.0","42.9475784","-78.8621826","$$","4593.86650176"
"miltons-buffalo","Miltons","24","hotdog","sandwiches","salad","3.5","42.90759","-78.75386","$","5304.00049054"
"savoy-buffalo-2","Savoy","46","wine_bars","cocktailbars","whiskeybars","4.0","42.9010187","-78.8769307","$$","5946.26410538"
"andersons-frozen-custard-buffalo","Anderson's Frozen Custard","47","desserts","icecream","burgers","4.0","42.9554523","-78.8698724","$","5590.58242357"
"china-expres-buffalo","China Expres","5","chinese","","","4.5","42.8398285","-78.7724686","$$","10197.1602973"
"dough-bois-buffalo","Dough Bois","10","pizza","chicken_wings","wraps","3.0","42.8852324188","-78.8771876693","$","6981.68497606"
"peking-quick-one-tonawanda","Peking Quick One","93","chinese","","","4.5","42.9903763533","-78.8378497213","$","7325.61831493"
"elm-street-bakery-east-aurora","Elm Street Bakery","138","pizza","bakeries","breakfast_brunch","4.5","42.7660399","-78.6110999","$$","24339.3330733"
"wok-28-buffalo","Wok 28","16","chinese","","","4.0","43.0237386823","-78.7386164033","$","12341.1014802"
"joes-deli-buffalo-3","Joe's Deli","82","newamerican","delis","sandwiches","3.5","42.9115906","-78.8774033","$","5506.85248672"
"the-dockside-bar-and-grill-north-tonawanda-2","The Dockside Bar & Grill","103","newamerican","bars","","3.0","43.02231","-78.87456","$$","11706.02212"
"jims-steak-out-buffalo-4","JIM'S STEAK-OUT","19","burgers","hotdogs","sandwiches","3.0","42.83055","-78.75506","$$","11740.144956"
"the-olive-branch-family-restaurant-west-seneca-2","The Olive Branch Family Restaurant","50","tradamerican","diners","greek","4.0","42.863875","-78.7538733","$$","8527.98052996"
"mandarin-garden-restaurant-tonawanda-3","Mandarin Garden Restaurant","62","chinese","thai","asianfusion","4.0","42.9924261","-78.8230386","$","7310.31960702"
"casa-di-francescas-buffalo","Casa Di Francesca's","30","italian","steak","seafood","2.5","42.85678","-78.81095","$$$","7819.23314852"
"cuginos-italian-restaurant-williamsville","Cugino's Italian Restaurant","47","italian","cocktailbars","","4.0","42.965018","-78.729149","$$","8035.30265412"
"horsefeathers-building-and-winter-market-buffalo","Horsefeathers Building & Winter Market","21","farmersmarket","food_court","","4.0","42.9058459","-78.888292","$$","6557.13625604"
"india-star-buffalo","India Star","56","indpak","","","4.0","42.9706199","-78.87072","$$","6732.27686582"
"wiseguys-pizza-south-buffalo-buffalo","WiseGuys Pizza South Buffalo","24","pizza","italian","delis","4.0","42.85769","-78.81269","$$","7715.40335974"
"connors-restaurant-buffalo","Connor's Restaurant","16","tradamerican","seafood","chicken_wings","3.0","42.8308486938","-78.7750549316","$$","11208.2881807"
"bella-pizza-buffalo","Bella Pizza","37","pizza","sandwiches","","3.5","42.8091812134","-78.8220825195","$","13131.9810457"
"mcpartlans-corner-buffalo","McPartlan's Corner","36","newamerican","","","3.0","42.949306488","-78.7596664429","$$","5012.77480694"
"larkin-square-buffalo","Larkin Square","30","musicvenues","venues","","4.5","42.876002","-78.849442","$","6402.10096994"
"soupherb-gourmet-buffalo","Soupherb Gourmet","16","hotdogs","salad","sandwiches","3.0","42.9783451","-78.7326145","$$","8525.10528312"
"jeonis-wingstop-buffalo","Jeonis Wingstop","1","pizza","","","5.0","42.914234","-78.823837","","1665.91618677"
"central-pizzeria-and-restaurant-fort-erie","Central Pizzeria & Restaurant","4","sandwiches","pizza","","5.0","42.91283","-78.91906","$$","8761.26047846"
"freddy-js-barbeque-buffalo","Freddy J's Barbeque","26","bbq","cookingclasses","","4.0","42.9193725586","-78.8901824951","$$","6339.76720839"
"yummy-thai-buffalo","Yummy Thai","34","thai","","","3.5","42.9584307231","-78.8518493074","$$","4697.3174519"
"jp-dwyers-pub-north-tonawanda","JP Dwyers Pub","62","newamerican","pubs","","4.0","43.0237732","-78.8772278","$","11923.5331115"
"luckys-texas-red-hots-buffalo","Lucky's Texas Red Hots","2","burgers","hotdog","","3.5","42.8716392517","-78.8061447144","","6191.0424663"
"breakn-eggs-creperie-williamsville","Break'n Eggs Creperie","363","breakfast_brunch","creperies","salad","4.0","42.9605048","-78.7575152","$$","5859.74389483"
"m-and-j-restaurant-fort-erie-2","M & J Restaurant","6","diners","","","3.5","42.9055028","-78.9290469","$$","9736.43667184"
"india-gate-buffalo","India Gate","97","indpak","","","3.5","42.927646","-78.877204","$$","5213.90931547"
"jordans-ale-house-buffalo","Jordan's Ale House","2","bars","tradamerican","musicvenues","5.0","42.8561782837","-78.8256454468","","7949.35311554"
"mtk-prime-williamsville","MTK Prime","16","steak","","","3.5","42.9596138312","-78.7590105459","$$$$","5702.71109593"
"elmwood-market-buffalo","Elmwood Market","33","grocery","delis","","4.0","42.9027445614","-78.8771997392","$","5865.3452027"
"mooneys-sports-bar-and-grill-depew","Mooneys Sports Bar & Grill","75","sportsbars","burgers","tradamerican","4.0","42.9019737244","-78.703666687","$$","9344.42928942"
"french-pub-restaurant-depew","French Pub Restaurant","57","tradamerican","","","4.0","42.8682299","-78.7062","$$","10901.9282637"
"joes-new-york-style-pizza-buffalo","Joe's New York Style Pizza","63","pizza","italian","","4.0","42.9376805","-78.891016","$","6455.08607543"
"china-star-buffalo-4","China Star","35","chinese","","","3.0","42.9785059","-78.7856213","$$","6132.1969492"
"brawlers-back-alley-deli-buffalo","Brawler's Back Alley Deli","14","delis","breakfast_brunch","sandwiches","3.5","42.8810577","-78.8772812","$","7312.29700308"
"kobans-niagara-falls","Kobans","25","newamerican","polish","steak","4.5","43.08799","-79.02388","$$","24768.8160298"
"elmos-getzville","Elmo's","84","tradamerican","bbq","","4.0","43.014389","-78.7688141","$$","10333.2325693"
"rainbow-deli-buffalo","Rainbow Deli","5","delis","","","5.0","42.8850399","-78.87435","$","6841.32526142"
"bar-bill-tavern-east-aurora","Bar Bill Tavern","232","pubs","sandwiches","chicken_wings","4.0","42.767559","-78.627906","$$","23298.2510273"
"sunshine-cafe-buffalo","Sunshine Cafe","1","cafes","","","5.0","42.9792709","-78.7002869","","10869.0935435"
"lees-barbecue-buffalo","Lee's Barbecue","2","bbq","","","4.0","42.9081840515","-78.8386993408","","2962.1119361"
"romeo-and-juliets-cafe-tonawanda","Romeo & Juliets Cafe","31","italian","","","4.0","42.9811592102","-78.8411178589","$$","6428.85270689"
"jazzys-buffalo","Jazzy's","1","restaurants","","","3.0","42.91737","-78.801132","","1454.75194949"
"bailey-ave-cafe-and-bake-shoppe-buffalo","Bailey Ave Cafe and Bake Shoppe","4","bakeries","cafes","","4.0","42.9094979317","-78.8135579601","$","1955.7011892"
"kennedys-cove-clarence","Kennedy's Cove","66","steak","seafood","wine_bars","4.0","42.97531","-78.62445","$$$","16245.7401244"
"maybacks-deli-tonawanda","Mayback's Deli","53","delis","","","4.5","42.9982184619","-78.8225872815","$","7921.9288354"
"marcos-italian-deli-buffalo-5","Marco's Italian Deli","8","newamerican","delis","","4.5","42.889679","-78.8696136","$","6206.50548782"
"mooneys-west-seneca-west-seneca","Mooney's West Seneca","37","sportsbars","tradamerican","","2.5","42.8397599326","-78.7858198956","$$","9962.23061439"
"ricotas-pizza-buffalo-2","Ricota's Pizza","10","chicken_wings","pizza","sandwiches","4.5","42.8840370178","-78.7815933228","$$","5413.41195324"
"texas-roadhouse-tonawanda","Texas Roadhouse","97","steak","bbq","tradamerican","4.0","43.0009460449","-78.8559570312","$$","8924.24171987"
"chick-n-pizza-works-buffalo-2","Chick-N-Pizza Works","10","pizza","chicken_wings","buffets","4.5","42.8559112549","-78.8243331909","$$","7965.54259314"
"rachels-buffalo","Rachel's","31","mediterranean","vegetarian","","3.0","42.7790236861","-78.811787557","$","16463.870068"
"the-byrd-house-orchard-park-2","The Byrd House","18","musicvenues","beerbar","tradamerican","3.5","42.7693169954","-78.744541459","$$","18413.1042853"
"el-ranchito-mexican-restaurant-clarence","El Ranchito Mexican Restaurant","127","mexican","tex-mex","","4.5","42.9748110604","-78.6252637309","$$","16187.8215871"
"shanty-shack-buffalo","Shanty Shack","1","shavedice","foodstands","bikerentals","4.0","42.8504175785","-78.863793388","$","9469.82004992"
"china-king-buffalo","China King","33","chinese","","","3.5","42.9581413","-78.8177643","$","3542.81459446"
"charlie-the-butchers-express-buffalo","Charlie the Butcher's Express","5","sandwiches","soup","tradamerican","4.0","42.8824162","-78.8748967","$","7066.82646502"
"carte-blanche-hamburg","Carte Blanche","27","french","","","4.5","42.7173898369","-78.8292706758","$$$","23339.3085094"
"press-food-and-juice-buffalo-2","Press Food and Juice","18","vegan","juicebars","","4.5","42.911686","-78.886018","$$","6173.8637274"
"kupkates-buffalo","Kupkates","3","bakeries","cupcakes","foodstands","5.0","42.83831","-78.80724","","9881.65594954"
"five-guys-buffalo-2","Five Guys","40","burgers","hotdogs","","4.0","42.95548","-78.86962","$$","5610.4976842"
"route-78-street-bar-depew","Route 78 Street Bar","16","burgers","sandwiches","pizza","4.0","42.9198494","-78.6975098","$$","9453.50584847"
"exit-2-bar-and-grille-tonawanda","Exit 2 Bar and Grille","49","newamerican","bars","","4.0","42.9983997","-78.8519845","$$","8535.66834714"
"tgi-fridays-buffalo","TGI Fridays","34","tradamerican","","","3.0","42.89028","-78.87232","$$","6333.01296934"
"op-social-tap-and-grille-orchard-park-2","OP Social Tap & Grille","27","tradamerican","sportsbars","pizza","3.5","42.768171","-78.7438549","$$","18581.449296"
"ak-cafe-buffalo","AK Cafe","5","newamerican","","","3.0","42.932251","-78.8768539","$$","5122.78880654"
"chesters-cajun-grill-east-amherst-2","Chester's Cajun Grill","72","tradamerican","cajun","","4.0","43.025404","-78.696969","$$","14453.4970241"
"hong-kong-kitchen-buffalo","Hong Kong Kitchen","19","chinese","","","3.0","42.8517990112","-78.8051147461","$","8396.77699432"
"the-tail-gate-deli-buffalo-2","The Tail Gate Deli","29","delis","sandwiches","","3.0","42.9820292","-78.869641","$","7645.40463364"
"blasdell-pizza-buffalo","Blasdell Pizza","8","pizza","","","3.5","42.8494377","-78.8025894","$","8669.67068598"
"fuji-grill-niagara-falls","Fuji Grill","87","japanese","sushi","soup","4.0","43.088942","-78.980531","$$","22563.6388162"
"snooty-fox-lounge-buffalo-2","Snooty Fox Lounge","23","lounges","italian","","3.5","42.896325","-78.874571","$$","6058.2321656"
"loughrans-bar-and-restaurant-amherst","Loughran's Bar & Restaurant","16","bars","burgers","tradamerican","4.0","42.9625816","-78.7821274","$$","4686.86221366"
"manzellas-restaurant-kenmore","Manzella's Restaurant","16","italian","tradamerican","","4.5","42.97543","-78.8712199","$$","7161.82741456"
"black-water-tavern-and-tap-alden","BLACKWATER TAVERN","10","gastropubs","beerbar","burgers","4.5","42.8914833069","-78.5235595703","$$","23913.4695225"
"seneca-texas-red-hots-buffalo-2","Seneca Texas Red Hots","11","hotdog","","","3.5","42.8475189","-78.8009491","$","8905.82121423"
"partners-pizzeria-and-bar-buffalo","Partners Pizzeria & Bar","18","chicken_wings","pizza","","3.5","42.8824806","-78.7986298","$","5096.11077736"
"matka-and-papas-depew","Matka & Papa's","2","polish","tradamerican","","4.5","42.9017486572","-78.6882400513","","10551.9959491"
"applebees-buffalo-9","Applebee's","26","tradamerican","sportsbars","burgers","2.0","42.9090949","-78.7696829","$$","4066.97598872"
